timestep,left_hip_pitch_joint_pos_diff,left_hip_roll_joint_pos_diff,left_hip_yaw_joint_pos_diff,left_knee_pitch_joint_pos_diff,left_ankle_pitch_joint_pos_diff,left_ankle_roll_joint_pos_diff,left_shoulder_pitch_joint_pos_diff,right_hip_pitch_joint_pos_diff,right_hip_roll_joint_pos_diff,right_hip_yaw_joint_pos_diff,right_knee_pitch_joint_pos_diff,right_ankle_pitch_joint_pos_diff,right_ankle_roll_joint_pos_diff,right_shoulder_pitch_joint_pos_diff,left_hip_pitch_joint_vel,left_hip_roll_joint_vel,left_hip_yaw_joint_vel,left_knee_pitch_joint_vel,left_ankle_pitch_joint_vel,left_ankle_roll_joint_vel,left_shoulder_pitch_joint_vel,right_hip_pitch_joint_vel,right_hip_roll_joint_vel,right_hip_yaw_joint_vel,right_knee_pitch_joint_vel,right_ankle_pitch_joint_vel,right_ankle_roll_joint_vel,right_shoulder_pitch_joint_vel,base_ang_vel_x,base_ang_vel_y,base_ang_vel_z,base_euler_x,base_euler_y,base_euler_z,left_hip_pitch_joint_action,left_hip_roll_joint_action,left_hip_yaw_joint_action,left_knee_pitch_joint_action,left_ankle_pitch_joint_action,left_ankle_roll_joint_action,left_shoulder_pitch_joint_action,right_hip_pitch_joint_action,right_hip_roll_joint_action,right_hip_yaw_joint_action,right_knee_pitch_joint_action,right_ankle_pitch_joint_action,right_ankle_roll_joint_action,right_shoulder_pitch_joint_action
596,0.119932,0.073200,-0.081267,0.361660,-0.184810,-0.006571,-0.068026,-0.149461,-0.007429,0.002266,-0.050795,0.159625,-0.160921,-0.090653,0.108786,0.058459,-0.117992,0.199313,-0.060679,-0.091720,0.022555,0.069199,0.027465,-0.056925,-0.015804,-0.016086,-0.090611,-0.079940,0.206416,-0.250271,-0.323325,0.030435,0.036241,-0.015005,1.037740,0.241453,-0.513164,0.978410,-0.338570,-0.003109,0.302147,0.037159,0.771981,-0.160158,-0.062328,0.374218,-0.464988,-0.178390
597,0.142750,0.084705,-0.103318,0.400393,-0.192770,-0.023336,-0.064192,-0.136614,-0.002444,-0.009814,-0.054247,0.147732,-0.180375,-0.105994,0.117685,0.057538,-0.109400,0.192868,-0.051296,-0.056554,0.022862,0.062448,0.022555,-0.061221,-0.017338,-0.054026,-0.059510,-0.074723,0.061744,-0.199693,-0.355586,0.030900,0.035562,-0.018642,0.939344,0.230308,-0.481298,1.086399,-0.313693,-0.055836,0.268271,0.150242,1.137571,-0.070652,-0.147699,0.352311,-0.591721,-0.181393
598,0.166719,0.096210,-0.124794,0.433950,-0.202675,-0.026210,-0.056905,-0.125301,-0.000334,-0.024196,-0.057315,0.137809,-0.180018,-0.119032,0.121674,0.058766,-0.105103,0.182742,-0.038852,-0.008971,0.040967,0.054163,0.005677,-0.081474,-0.017338,-0.060635,0.005018,-0.058459,0.208366,-0.251939,-0.109951,0.032159,0.032439,-0.021224,1.035715,0.286719,-0.464782,1.114231,-0.312351,-0.042097,0.323219,0.022870,1.022458,-0.086564,-0.240246,0.372245,-0.548152,-0.254053
599,0.191071,0.108098,-0.144353,0.468848,-0.208703,-0.021137,-0.046934,-0.115330,-0.000527,-0.041453,-0.060575,0.125649,-0.170640,-0.127277,0.121674,0.061221,-0.091601,0.169546,-0.026915,0.027029,0.050787,0.048946,-0.001074,-0.081167,-0.013963,-0.063379,0.076352,-0.033909,0.352549,-0.164679,0.330132,0.035340,0.028237,-0.020053,0.943073,0.389124,-0.332930,1.200172,-0.454189,-0.058499,0.630734,0.306968,0.627579,0.103038,-0.160814,0.490787,-0.334331,-0.591718
600,0.215615,0.119603,-0.156625,0.503939,-0.208817,-0.018587,-0.036196,-0.105934,0.000241,-0.054493,-0.062684,0.113266,-0.148451,-0.132071,0.123209,0.055390,-0.054163,0.156658,-0.013676,0.045575,0.054163,0.046491,0.006598,-0.059380,-0.009973,-0.064699,0.112210,-0.022248,0.233114,-0.127268,0.265961,0.038515,0.025534,-0.017225,1.078484,0.435029,-0.418398,1.105846,-0.348520,-0.022519,0.411699,0.278523,0.675572,-0.082417,-0.204672,0.340220,-0.436785,-0.310279
601,0.240351,0.129383,-0.166596,0.533660,-0.210842,-0.006967,-0.025074,-0.097305,0.001583,-0.062546,-0.064026,0.098790,-0.136178,-0.136098,0.121674,0.046491,-0.046184,0.144383,-0.002298,0.047233,0.055390,0.042808,0.005370,-0.031761,-0.004756,-0.062189,0.049547,-0.021021,-0.007377,-0.010860,0.360216,0.039774,0.023981,-0.013523,0.966967,0.373101,-0.412521,1.177408,-0.391952,-0.063107,0.587877,0.410388,0.991167,0.183456,-0.178228,0.460935,-0.646399,-0.570797
602,0.264511,0.137053,-0.177143,0.561081,-0.210850,0.001858,-0.014720,-0.088868,0.001583,-0.068682,-0.063643,0.088718,-0.139820,-0.141084,0.120140,0.034523,-0.061221,0.133335,0.006051,0.034960,0.048946,0.042195,-0.000767,-0.034216,0.005984,-0.055506,-0.056901,-0.025931,-0.393904,-0.382723,0.601774,0.037470,0.023038,-0.009655,0.966038,0.265457,-0.423996,1.205526,-0.333005,-0.040920,0.522474,-0.113917,1.423168,0.405021,-0.507199,0.150319,-0.833346,-0.529232
603,0.287713,0.142613,-0.191140,0.585624,-0.208855,0.005938,-0.005899,-0.079856,0.000816,-0.077694,-0.060766,0.078913,-0.160510,-0.146069,0.114616,0.025010,-0.071348,0.117685,0.011897,0.013065,0.043115,0.046491,-0.005063,-0.046184,0.016418,-0.049855,-0.104908,-0.024396,-0.408845,-0.168608,0.807792,0.033469,0.019472,-0.002309,0.862825,0.331901,-0.387688,1.283573,-0.355936,-0.029301,0.604625,0.041165,1.445513,0.668074,-0.590355,0.089292,-0.867227,-0.719667
604,0.310148,0.146640,-0.202261,0.607101,-0.206866,0.005703,0.002730,-0.070077,0.000241,-0.086515,-0.056356,0.071179,-0.175195,-0.151055,0.111241,0.018566,-0.045263,0.103569,0.012605,-0.010023,0.041274,0.049867,-0.000767,-0.038819,0.023783,-0.043199,-0.058041,-0.024089,-0.318481,-0.016271,0.361520,0.031709,0.018784,0.003438,1.149558,0.445165,-0.463260,1.236525,-0.303177,-0.017290,0.386851,0.459120,1.452016,0.424363,-0.393452,0.108220,-0.800891,-0.476994
605,0.331432,0.149516,-0.207631,0.623975,-0.204874,0.001343,0.010399,-0.060297,0.000624,-0.089775,-0.051754,0.063081,-0.180311,-0.156232,0.105103,0.013349,-0.020714,0.090067,0.013653,-0.030802,0.038819,0.048025,0.003222,-0.006291,0.021328,-0.035629,0.003566,-0.028999,-0.328943,-0.131640,-0.125216,0.028768,0.018961,0.004645,1.174450,0.359491,-0.533727,1.225066,-0.283735,0.003547,0.307720,0.299939,1.606936,0.374380,-0.428250,0.037731,-0.928797,-0.356929
606,0.351183,0.151817,-0.209356,0.641807,-0.200871,-0.007590,0.018069,-0.051285,0.001391,-0.087857,-0.048495,0.054685,-0.172486,-0.164286,0.095283,0.011508,-0.001381,0.075951,0.016605,-0.038473,0.037899,0.044650,0.003836,0.012428,0.014576,-0.040979,0.060583,-0.043729,-0.209887,-0.228522,-0.288285,0.026012,0.018346,0.002445,1.170620,0.310304,-0.558126,1.223857,-0.293247,0.010181,0.335977,0.200641,1.572341,0.417609,-0.490878,-0.106411,-0.946081,-0.340822
607,0.369016,0.154118,-0.207439,0.655614,-0.196842,-0.016342,0.025164,-0.042464,0.001775,-0.085939,-0.046385,0.046232,-0.156841,-0.173873,0.086077,0.010894,0.011814,0.066438,0.019764,-0.036370,0.032682,0.043115,0.000153,0.006291,0.011814,-0.045687,0.043402,-0.047412,-0.030124,-0.335338,-0.485853,0.025703,0.016174,-0.001600,1.207449,0.281334,-0.642278,1.153367,-0.215929,0.030504,0.152645,-0.045279,1.457350,0.285578,-0.617863,-0.313294,-0.900043,-0.108179
608,0.385122,0.156228,-0.205905,0.667502,-0.194764,-0.018361,0.030917,-0.034027,0.001775,-0.087282,-0.043509,0.035988,-0.162022,-0.182310,0.079633,0.011201,0.005063,0.056311,0.024154,-0.025268,0.028999,0.042502,0.000460,-0.010894,0.013349,-0.048854,-0.030274,-0.038819,-0.139629,-0.360153,-0.374446,0.024808,0.013656,-0.006339,1.117123,0.246352,-0.620148,1.140031,-0.204413,0.032577,0.233708,-0.080112,1.324198,0.341960,-0.667512,-0.393796,-0.862471,-0.205305
609,0.400654,0.158337,-0.206288,0.675939,-0.188730,-0.022849,0.036477,-0.025974,0.001775,-0.092075,-0.041016,0.028251,-0.175442,-0.188446,0.076871,0.010280,-0.003222,0.043729,0.028073,-0.006162,0.027158,0.039740,0.000460,-0.029613,0.013349,-0.040954,-0.066935,-0.028386,-0.078374,-0.159266,-0.079433,0.024043,0.010804,-0.008545,1.113581,0.330176,-0.564630,1.118555,-0.185750,0.044222,0.199338,0.218619,1.300359,0.242787,-0.530011,-0.365972,-0.806227,-0.251936
610,0.415803,0.160063,-0.207439,0.683034,-0.182728,-0.021622,0.041079,-0.018879,0.001775,-0.099554,-0.038523,0.022422,-0.181920,-0.193048,0.075644,0.007825,-0.006598,0.028386,0.033153,0.014311,0.021634,0.033909,0.000153,-0.039433,0.011508,-0.034729,-0.022753,-0.021021,-0.006774,-0.175673,0.028982,0.024383,0.009263,-0.008732,1.052663,0.260663,-0.522203,1.117843,-0.227366,0.035285,0.300517,0.109970,1.239412,0.314358,-0.560154,-0.418920,-0.789467,-0.315830
611,0.430760,0.161214,-0.209356,0.686486,-0.176714,-0.014655,0.045489,-0.012551,0.001775,-0.106649,-0.036797,0.014149,-0.183070,-0.196691,0.073803,0.005677,-0.013042,0.012735,0.038796,0.033802,0.022862,0.030841,0.000460,-0.032682,0.005677,-0.041046,0.023691,-0.017338,-0.071171,-0.139899,0.063628,0.023905,0.007802,-0.008313,1.033777,0.294602,-0.500666,1.100774,-0.183364,0.039575,0.208042,0.121428,1.303595,0.280517,-0.630926,-0.529701,-0.799262,-0.235447
612,0.444757,0.162172,-0.212808,0.687061,-0.168675,-0.006328,0.050667,-0.006799,0.002158,-0.111251,-0.036414,0.005609,-0.167340,-0.199376,0.068586,0.004450,-0.017031,-0.000460,0.043248,0.049437,0.026851,0.028692,0.002915,-0.017645,0.000153,-0.049272,0.071211,-0.011508,0.026022,-0.048195,0.063966,0.024058,0.006946,-0.007623,1.056465,0.333365,-0.472892,1.080770,-0.161385,0.048660,0.208837,0.200450,1.283626,0.265147,-0.649348,-0.562446,-0.795306,-0.269132
613,0.457412,0.162939,-0.215492,0.685335,-0.160575,0.005000,0.056228,-0.001238,0.003117,-0.112401,-0.036606,-0.003069,-0.151717,-0.200527,0.062755,0.003222,-0.011814,-0.011201,0.047660,0.054503,0.027465,0.028692,0.005984,-0.002302,-0.000460,-0.046280,0.066031,-0.002302,0.055098,-0.073428,0.019532,0.024552,0.006439,-0.007198,1.070081,0.321682,-0.477672,1.024326,-0.143069,0.058058,0.217900,0.161503,1.221681,0.291653,-0.672700,-0.589975,-0.793573,-0.280288
614,0.469110,0.163131,-0.217793,0.681691,-0.152415,0.017148,0.061405,0.004515,0.004075,-0.112977,-0.036414,-0.013461,-0.152651,-0.200527,0.055390,0.000460,-0.011201,-0.020714,0.049624,0.050485,0.024396,0.029306,0.004450,-0.005984,0.001381,-0.049813,-0.008178,0.000460,-0.091184,-0.019201,0.092340,0.024665,0.006023,-0.006720,1.012057,0.330376,-0.459324,0.986812,-0.109440,0.067995,0.186689,0.272968,1.337565,0.357199,-0.648313,-0.584326,-0.806937,-0.307166
615,0.479080,0.163131,-0.219902,0.676131,-0.142160,0.024313,0.065623,0.010458,0.004843,-0.116620,-0.035647,-0.019159,-0.157298,-0.200527,0.048639,-0.000460,-0.009360,-0.029920,0.052057,0.039343,0.018259,0.029613,0.003222,-0.022862,0.004450,-0.038241,-0.045021,0.000460,-0.150041,0.033204,0.249572,0.023652,0.005883,-0.004981,0.974729,0.286913,-0.430276,0.942076,-0.094623,0.079499,0.235315,0.234655,1.378353,0.452343,-0.678296,-0.581611,-0.800102,-0.386269
616,0.488093,0.162939,-0.221820,0.668844,-0.131874,0.029297,0.067925,0.016403,0.005226,-0.122372,-0.034305,-0.025197,-0.166875,-0.200334,0.043729,-0.000460,-0.010587,-0.040354,0.053366,0.025401,0.009053,0.031147,0.002302,-0.028386,0.007211,-0.019047,-0.023928,0.001074,-0.143640,0.094292,0.269561,0.022732,0.006547,-0.002172,0.965149,0.322871,-0.414335,0.867720,-0.044333,0.095379,0.143758,0.334062,1.431490,0.401886,-0.653670,-0.580561,-0.786244,-0.325416
617,0.495955,0.162939,-0.223738,0.660216,-0.121591,0.033882,0.068691,0.023115,0.005802,-0.126015,-0.032771,-0.029406,-0.168064,-0.200143,0.037592,0.000153,-0.008439,-0.048946,0.054368,0.010282,0.001688,0.034523,0.003836,-0.013042,0.007825,-0.017196,0.017201,0.001995,-0.079015,0.052872,0.144960,0.021638,0.007461,-0.000069,0.956169,0.330772,-0.372164,0.830293,-0.026739,0.106698,0.160282,0.344107,1.335014,0.366703,-0.660426,-0.602063,-0.757559,-0.335744
618,0.502666,0.162939,-0.224313,0.649094,-0.111315,0.034083,0.068691,0.030209,0.007336,-0.126590,-0.031620,-0.033788,-0.157391,-0.199759,0.030841,0.000153,-0.001381,-0.058152,0.055177,-0.001731,-0.000153,0.035750,0.009053,0.000460,0.004756,-0.033278,0.054237,0.001688,0.017360,0.120407,0.077480,0.021957,0.008543,0.001082,0.958875,0.370093,-0.362751,0.750368,0.010173,0.116348,0.118778,0.448781,1.237206,0.288392,-0.617569,-0.577846,-0.723630,-0.296527
619,0.507651,0.162939,-0.224121,0.634713,-0.101038,0.031291,0.068691,0.037304,0.009445,-0.126590,-0.031045,-0.044573,-0.150121,-0.199759,0.022862,-0.000153,0.001381,-0.069506,0.057176,-0.007711,-0.000767,0.036057,0.011201,-0.000767,0.002302,-0.045558,0.037877,-0.000153,0.021515,0.079566,-0.039288,0.022649,0.010485,0.001253,0.918079,0.334365,-0.363139,0.653221,0.054065,0.133397,0.068039,0.431715,1.231886,0.263158,-0.580287,-0.551549,-0.697248,-0.249076
620,0.511103,0.162747,-0.224121,0.619564,-0.090749,0.031078,0.068116,0.044590,0.011554,-0.126974,-0.030470,-0.050614,-0.145017,-0.199759,0.013963,-0.000767,0.000460,-0.078406,0.059888,-0.005225,-0.004756,0.036671,0.010280,-0.005370,0.002608,-0.046080,0.000599,0.000767,-0.019476,0.043010,-0.042697,0.023069,0.011487,0.000691,0.843855,0.280307,-0.352339,0.567018,0.109799,0.155517,0.033892,0.344344,1.228428,0.254538,-0.609146,-0.570707,-0.663205,-0.226059
621,0.512828,0.162747,-0.223546,0.602307,-0.078339,0.030017,0.066774,0.052069,0.013280,-0.130234,-0.029895,-0.056652,-0.146635,-0.199759,0.006598,0.000153,0.005063,-0.089453,0.064599,0.003177,-0.008439,0.037592,0.007825,-0.019793,0.004143,-0.028015,-0.009890,0.000153,-0.037463,0.118412,-0.003753,0.023403,0.012224,0.000613,0.796239,0.296336,-0.317292,0.488648,0.170107,0.175369,-0.027378,0.480380,1.266022,0.192379,-0.561281,-0.539403,-0.622308,-0.220182
622,0.512828,0.162747,-0.221436,0.582748,-0.063796,0.029299,0.064857,0.059355,0.014622,-0.135603,-0.029127,-0.060826,-0.150152,-0.199376,-0.001688,0.000153,0.013963,-0.101114,0.068863,0.016962,-0.009973,0.036671,0.007518,-0.027772,0.003222,-0.008238,0.001026,0.003836,-0.012439,0.192478,0.090604,0.023469,0.013200,0.000973,0.761070,0.269218,-0.278682,0.399956,0.191199,0.193266,0.041679,0.567583,1.181813,0.192894,-0.499820,-0.459259,-0.571679,-0.311132
623,0.511870,0.162747,-0.217602,0.560889,-0.051329,0.037338,0.062939,0.066450,0.016348,-0.140588,-0.028936,-0.063042,-0.147050,-0.198225,-0.006905,-0.000153,0.021021,-0.112775,0.076230,0.032653,-0.009973,0.034830,0.009973,-0.020714,0.000153,-0.014236,0.024729,0.005677,0.014987,0.182304,0.107413,0.023857,0.014847,0.002165,0.729293,0.276643,-0.235677,0.304523,0.234164,0.205364,-0.018951,0.623953,1.127083,0.091067,-0.449491,-0.440721,-0.526519,-0.252449
624,0.509569,0.162555,-0.213191,0.536536,-0.034610,0.044041,0.061213,0.073353,0.018649,-0.144040,-0.029127,-0.067380,-0.139847,-0.196691,-0.012428,-0.001381,0.022248,-0.125357,0.084106,0.048666,-0.010280,0.034216,0.012735,-0.015190,-0.001381,-0.032254,0.039578,0.008439,-0.019352,0.171308,0.032132,0.024304,0.016354,0.002761,0.661754,0.215660,-0.219747,0.212978,0.278968,0.214975,-0.047935,0.594632,1.113822,0.034904,-0.405684,-0.418080,-0.481625,-0.220906
625,0.506309,0.161789,-0.209165,0.512568,-0.020015,0.060008,0.058337,0.080064,0.021334,-0.147492,-0.029127,-0.073623,-0.131303,-0.194966,-0.019179,-0.004450,0.021021,-0.134256,0.093050,0.060435,-0.016724,0.034216,0.013042,-0.019179,0.000767,-0.044137,0.024263,0.008746,-0.120024,0.158878,-0.007019,0.023550,0.018241,0.003083,0.587138,0.117562,-0.237259,0.089517,0.339535,0.222091,-0.109688,0.515182,1.094142,-0.049716,-0.338169,-0.399201,-0.407577,-0.154065
626,0.501323,0.160638,-0.204754,0.481120,0.000990,0.068955,0.054694,0.086967,0.023443,-0.152860,-0.028552,-0.084123,-0.132388,-0.193240,-0.026544,-0.006598,0.021328,-0.148065,0.100776,0.066283,-0.019793,0.034523,0.009973,-0.030841,0.002608,-0.041589,0.012564,0.008439,-0.117671,0.182005,0.005277,0.022847,0.019642,0.002787,0.519476,0.058588,-0.224986,0.010582,0.352809,0.213920,-0.086209,0.567941,0.965991,-0.139224,-0.199730,-0.260541,-0.301515,-0.176456
627,0.494612,0.158912,-0.199002,0.449290,0.021926,0.081460,0.050283,0.093870,0.025168,-0.160338,-0.027593,-0.088181,-0.126135,-0.191131,-0.035444,-0.009053,0.032682,-0.162181,0.107797,0.065065,-0.023476,0.034216,0.008132,-0.038819,0.005370,-0.030844,0.013514,0.013349,-0.145868,0.177954,0.126190,0.021853,0.021219,0.003732,0.403905,-0.028714,-0.198186,-0.038852,0.301841,0.188354,-0.010527,0.507045,0.767630,-0.221415,-0.074872,-0.053763,-0.190141,-0.208096
628,0.486367,0.156612,-0.191523,0.418610,0.044824,0.091128,0.045873,0.100773,0.026702,-0.168584,-0.026251,-0.094600,-0.125688,-0.187679,-0.043422,-0.012735,0.038819,-0.174149,0.115424,0.053376,-0.021021,0.034830,0.007825,-0.040967,0.007518,-0.021467,0.021658,0.020100,-0.140820,0.175282,0.130777,0.020479,0.022299,0.004971,0.290320,-0.074400,-0.182447,-0.072677,0.230909,0.216503,-0.054827,0.413936,0.569843,-0.407674,0.038577,0.179298,-0.053167,-0.113582
629,0.476587,0.153351,-0.183279,0.378151,0.065549,0.102985,0.042038,0.107676,0.028045,-0.177021,-0.024525,-0.098913,-0.119021,-0.183268,-0.050787,-0.018259,0.042808,-0.188572,0.118332,0.039036,-0.019179,0.034830,0.006598,-0.041274,0.010280,-0.026584,0.035386,0.022555,-0.132650,0.158809,0.096013,0.019204,0.023380,0.006209,0.133038,-0.150711,-0.144206,-0.042013,0.108209,0.240498,-0.009024,0.256617,0.344739,-0.507419,0.077431,0.477853,0.094595,-0.085996
630,0.465274,0.148749,-0.174458,0.338650,0.088189,0.108912,0.038011,0.114388,0.028811,-0.185458,-0.021266,-0.103213,-0.108768,-0.178475,-0.059073,-0.025317,0.044343,-0.201768,0.117171,0.021301,-0.023169,0.034216,0.001995,-0.043115,0.017338,-0.030536,0.041545,0.023783,-0.198377,0.179594,0.052226,0.017449,0.024819,0.007015,-0.014116,-0.211055,-0.147579,-0.057791,0.008203,0.271514,-0.057111,0.132738,0.124814,-0.613505,0.238131,0.781026,0.279377,0.034953
631,0.452235,0.142421,-0.165829,0.301067,0.110698,0.112540,0.032834,0.120907,0.028811,-0.194470,-0.017239,-0.109681,-0.101135,-0.173873,-0.067972,-0.032989,0.045263,-0.210053,0.106555,0.000880,-0.026237,0.031454,-0.001074,-0.046798,0.023783,-0.027103,0.035206,0.024703,-0.242392,0.145206,0.002490,0.015120,0.026091,0.007240,-0.120645,-0.356119,-0.177755,-0.027558,-0.090714,0.356855,-0.070296,-0.070546,-0.071000,-0.582813,0.373109,0.967703,0.464091,0.089313
632,0.437087,0.134752,-0.156625,0.253513,0.128990,0.108422,0.028041,0.126468,0.027853,-0.203674,-0.011678,-0.116150,-0.098463,-0.168121,-0.078712,-0.040967,0.046491,-0.217725,0.088955,-0.009468,-0.021634,0.027158,-0.005677,-0.044343,0.030227,-0.020323,0.031805,0.030534,-0.308253,0.129008,0.011777,0.012234,0.027495,0.007349,-0.160383,-0.669927,-0.373141,-0.056151,-0.187772,0.598258,-0.194001,-0.470636,-0.233370,-0.388834,0.604869,0.798215,0.471098,0.170929
633,0.419446,0.125356,-0.147613,0.209602,0.143171,0.105528,0.023822,0.131070,0.025552,-0.212495,-0.004391,-0.116170,-0.088320,-0.161793,-0.092215,-0.050173,0.044343,-0.220794,0.058928,-0.007473,-0.022248,0.020714,-0.014576,-0.043422,0.038205,-0.015328,0.028223,0.031761,-0.359253,0.125868,-0.034060,0.008922,0.028311,0.007295,-0.197765,-1.064025,-0.695971,-0.061130,-0.257737,0.854811,-0.412816,-1.065795,-0.344878,0.031759,0.783111,0.202919,0.239096,0.294682
634,0.399312,0.113467,-0.139559,0.170101,0.149236,0.107864,0.018453,0.133371,0.020950,-0.220932,0.005004,-0.120508,-0.085607,-0.155273,-0.105103,-0.063062,0.038205,-0.220794,0.019555,0.010693,-0.029613,0.007211,-0.026851,-0.040660,0.052322,-0.012601,0.026229,0.035444,-0.534382,0.190406,-0.023510,0.003821,0.030002,0.006830,-0.251156,-1.179077,-0.766005,-0.055914,-0.162478,0.960569,-0.494689,-1.135108,-0.334143,0.398990,0.899845,-0.176249,-0.017037,0.347810
635,0.376686,0.098319,-0.134573,0.121397,0.147262,0.115996,0.011550,0.132028,0.013471,-0.225725,0.017851,-0.122681,-0.079675,-0.147603,-0.114923,-0.082395,0.015497,-0.218032,-0.022714,0.056567,-0.034830,-0.014269,-0.041581,-0.012735,0.068893,-0.017947,0.028765,0.039433,-0.683283,0.175932,-0.098808,-0.003065,0.031831,0.006124,-0.237016,-1.012204,-0.653248,-0.074818,0.020825,0.922800,-0.557907,-0.907411,-0.327231,0.393427,0.983076,-0.344483,-0.081008,0.487460
636,0.353100,0.078760,-0.136491,0.078828,0.137318,0.136005,0.003880,0.125317,0.003309,-0.221124,0.036451,-0.126933,-0.072583,-0.138975,-0.120140,-0.102955,-0.020100,-0.212815,-0.066686,0.121710,-0.041581,-0.042195,-0.053549,0.043115,0.093135,-0.028460,0.034148,0.044957,-0.696046,-0.126237,-0.104368,-0.010244,0.032041,0.005319,-0.049530,-0.871487,-0.505118,-0.134466,0.039574,0.826423,-0.467625,-0.819327,-0.280663,0.380223,0.925383,-0.360389,-0.075775,0.483471
637,0.329898,0.057476,-0.138600,0.039902,0.131445,0.153932,-0.006283,0.113046,-0.008772,-0.203099,0.058502,-0.135291,-0.067145,-0.129770,-0.107865,-0.101114,0.013963,-0.172615,0.020168,0.030546,-0.056004,-0.068279,-0.060914,0.110013,0.115844,-0.046947,0.031330,0.044650,-0.757637,-0.120540,-0.460265,-0.018191,0.030171,0.002886,0.041794,-0.647946,-0.548776,-0.189990,0.085142,0.753100,-0.615264,-0.610531,-0.219738,0.309573,0.939580,-0.418301,-0.044840,0.624962
638,0.309765,0.041753,-0.118658,0.016125,0.153471,0.137709,-0.018172,0.097130,-0.018551,-0.171844,0.086498,-0.147648,-0.063149,-0.121909,-0.100500,-0.066131,0.140394,-0.100193,0.131144,-0.100905,-0.061221,-0.083929,-0.041581,0.178446,0.150827,-0.069523,0.021529,0.034216,1.006008,-1.427982,-0.750428,-0.019390,0.022491,-0.002744,1.467446,-0.915473,-1.024781,-1.030802,-0.831413,0.942866,-0.527671,-0.216271,-0.444243,0.360595,0.921078,-0.233432,-0.115744,0.628462
639,0.289439,0.033699,-0.083376,0.002895,0.189376,0.102345,-0.029101,0.079106,-0.026988,-0.125440,0.115452,-0.159840,-0.060725,-0.116923,-0.102955,-0.032989,0.184276,-0.067051,0.171529,-0.147012,-0.050173,-0.091294,-0.043115,0.259153,0.164023,-0.066587,0.007577,0.028079,0.473742,0.709562,-1.417479,-0.005802,0.013878,-0.015211,-0.341242,-1.455711,-1.356428,-0.392828,0.207572,1.222900,-1.007757,0.200393,-0.708338,0.252467,1.078165,-0.397355,0.005100,0.681769
640,0.269689,0.030631,-0.055189,-0.008419,0.211280,0.090006,-0.036196,0.060889,-0.035042,-0.074435,0.152844,-0.172050,-0.059076,-0.106185,-0.094977,-0.009053,0.110934,-0.054163,0.100015,-0.081447,-0.031147,-0.090987,-0.039126,0.242888,0.170774,-0.066130,0.006401,0.065210,0.134817,0.659578,-0.615228,-0.008894,0.024055,-0.027478,-0.922149,-1.866479,-1.005457,0.077757,0.582082,1.146308,-0.789158,-0.630312,-0.438773,0.328700,1.181386,-0.469993,-0.006151,0.547978
641,0.253582,0.031015,-0.049628,-0.020882,0.215209,0.090592,-0.044442,0.042481,-0.043287,-0.036276,0.184291,-0.184202,-0.057606,-0.092762,-0.074416,0.005063,-0.008439,-0.059073,-0.028333,0.074540,-0.049560,-0.092522,-0.042502,0.163409,0.176911,-0.058179,0.010036,0.062755,0.113715,0.244480,-0.029371,-0.009523,0.032344,-0.029349,-0.625217,-1.666439,-0.827051,0.018200,0.509818,1.077288,-0.651615,-0.979981,-0.283686,0.461906,1.046501,-0.474112,-0.038435,0.560445
642,0.240159,0.030823,-0.061708,-0.032004,0.197309,0.121167,-0.057672,0.024456,-0.054792,-0.012116,0.223408,-0.192237,-0.054514,-0.083942,-0.067972,-0.004143,-0.079326,-0.062141,-0.116517,0.179802,-0.073803,-0.088839,-0.066438,0.109400,0.179059,-0.048057,0.016839,0.039740,-0.226288,0.098205,0.262716,-0.009464,0.036302,-0.027830,-0.378598,-1.199074,-0.607167,-0.046069,0.239331,0.955790,-0.594999,-1.061419,-0.254132,0.456430,1.091737,-0.507204,-0.064276,0.630432
643,0.225011,0.029480,-0.080500,-0.044659,0.171552,0.162173,-0.074546,0.006624,-0.070707,0.004183,0.256006,-0.200343,-0.049849,-0.075889,-0.077178,-0.007518,-0.078406,-0.047718,-0.121996,0.179175,-0.087919,-0.089760,-0.081167,0.072268,0.180901,-0.040297,0.031680,0.043729,-0.376337,-0.030235,0.744099,-0.011841,0.036726,-0.023854,0.150533,-1.127347,-0.319725,-0.282068,0.129253,0.855893,-0.080743,-1.036944,-0.082689,0.607260,0.983152,-0.368902,-0.046299,0.341449
644,0.209287,0.029097,-0.081076,-0.048303,0.159722,0.182847,-0.091996,-0.012359,-0.086239,0.018756,0.292246,-0.208519,-0.044802,-0.065917,-0.080247,0.001688,0.028386,-0.011201,-0.021538,0.042134,-0.086384,-0.098352,-0.074416,0.079633,0.182742,-0.034704,0.042580,0.047105,-0.032575,-0.417968,1.199697,-0.013346,0.033226,-0.013322,0.007689,-1.395643,-0.282253,-0.247300,0.162245,0.866766,-0.027463,-1.017619,-0.112488,0.617988,1.041506,-0.356876,0.009338,0.225777
645,0.192988,0.029864,-0.068803,-0.047919,0.163680,0.176850,-0.107528,-0.033644,-0.100428,0.039465,0.329062,-0.212583,-0.033461,-0.055946,-0.080554,0.001074,0.069199,0.004143,0.023025,-0.037354,-0.075951,-0.107865,-0.070734,0.113696,0.182128,-0.030821,0.041438,0.054163,-0.283610,-0.099564,0.789871,-0.011663,0.028637,-0.003211,-0.216560,-1.204697,-0.188998,-0.107471,0.311431,0.729449,-0.243962,-0.998291,-0.200144,0.554190,1.147250,-0.430963,0.005373,0.383646
