timestep,left_hip_pitch_joint_pos_diff,left_hip_roll_joint_pos_diff,left_hip_yaw_joint_pos_diff,left_knee_pitch_joint_pos_diff,left_ankle_pitch_joint_pos_diff,left_ankle_roll_joint_pos_diff,left_shoulder_pitch_joint_pos_diff,right_hip_pitch_joint_pos_diff,right_hip_roll_joint_pos_diff,right_hip_yaw_joint_pos_diff,right_knee_pitch_joint_pos_diff,right_ankle_pitch_joint_pos_diff,right_ankle_roll_joint_pos_diff,right_shoulder_pitch_joint_pos_diff,left_hip_pitch_joint_vel,left_hip_roll_joint_vel,left_hip_yaw_joint_vel,left_knee_pitch_joint_vel,left_ankle_pitch_joint_vel,left_ankle_roll_joint_vel,left_shoulder_pitch_joint_vel,right_hip_pitch_joint_vel,right_hip_roll_joint_vel,right_hip_yaw_joint_vel,right_knee_pitch_joint_vel,right_ankle_pitch_joint_vel,right_ankle_roll_joint_vel,right_shoulder_pitch_joint_vel,base_ang_vel_x,base_ang_vel_y,base_ang_vel_z,base_euler_x,base_euler_y,base_euler_z,left_hip_pitch_joint_action,left_hip_roll_joint_action,left_hip_yaw_joint_action,left_knee_pitch_joint_action,left_ankle_pitch_joint_action,left_ankle_roll_joint_action,left_shoulder_pitch_joint_action,right_hip_pitch_joint_action,right_hip_roll_joint_action,right_hip_yaw_joint_action,right_knee_pitch_joint_action,right_ankle_pitch_joint_action,right_ankle_roll_joint_action,right_shoulder_pitch_joint_action
646,0.177840,0.028138,-0.056531,-0.047536,0.167583,0.168489,-0.119800,-0.055695,-0.115193,0.065927,0.368755,-0.216636,-0.024495,-0.044058,-0.073803,-0.013349,0.051401,0.000767,0.028551,-0.056438,-0.051708,-0.111855,-0.074723,0.137325,0.181207,-0.024800,0.034324,0.062448,-1.056470,0.115007,0.634646,-0.021292,0.029614,0.004089,-0.339221,-0.425512,0.158380,-0.005901,0.482331,0.287880,-0.243579,-1.061386,-0.340529,0.467618,1.069196,-0.476188,0.002132,0.471966
647,0.164226,0.022961,-0.050587,-0.048303,0.171526,0.156134,-0.128620,-0.079088,-0.129191,0.093731,0.400777,-0.220675,-0.018682,-0.031594,-0.065517,-0.031454,0.025010,-0.006905,0.006375,-0.046974,-0.046798,-0.119526,-0.066438,0.136097,0.175991,-0.015750,0.026307,0.062755,-0.698325,-0.114343,0.458982,-0.029344,0.028858,0.009481,-0.140788,-0.282668,0.210621,-0.093298,0.342416,0.271355,-0.208168,-0.992353,-0.316165,0.420628,1.059439,-0.457807,0.011511,0.466786
648,0.152338,0.014716,-0.044259,-0.050412,0.165503,0.149251,-0.139741,-0.104208,-0.140504,0.113865,0.439703,-0.222695,-0.015780,-0.018938,-0.055697,-0.043115,0.037285,-0.010587,-0.033196,-0.050946,-0.056925,-0.127198,-0.051094,0.084543,0.178139,-0.006567,0.020909,0.064596,-0.512855,-0.268734,0.372376,-0.034691,0.026847,0.013450,0.075346,-0.387439,0.287429,-0.213963,0.170180,0.347995,-0.136432,-0.962518,-0.276819,0.419483,1.103023,-0.424218,0.007903,0.390979
649,0.141983,0.006663,-0.033138,-0.052905,0.153415,0.135305,-0.150671,-0.129519,-0.149133,0.130930,0.474601,-0.224705,-0.015031,-0.008201,-0.050787,-0.035750,0.066438,-0.011814,-0.069380,-0.076885,-0.050787,-0.124743,-0.040660,0.091908,0.171694,-0.002956,0.013128,0.050173,-0.238227,-0.118019,-0.111862,-0.038258,0.024517,0.015827,-0.032714,-0.691291,-0.043746,-0.246421,0.338702,0.486403,-0.433239,-0.840562,-0.281190,0.379896,1.211574,-0.469564,0.084816,0.582983
650,0.132204,0.002444,-0.013195,-0.055014,0.137195,0.118843,-0.159491,-0.154063,-0.156995,0.149339,0.507966,-0.222720,-0.009332,0.001962,-0.048025,-0.014269,0.111548,-0.009053,-0.091908,-0.065771,-0.042502,-0.121674,-0.037285,0.090067,0.164023,-0.000229,0.007404,0.053242,0.184944,-0.032353,-0.673566,-0.037554,0.024534,0.011214,-0.178810,-1.067486,-0.427234,-0.336396,0.489858,0.643230,-0.687251,-0.766625,-0.361637,0.329518,1.270130,-0.467625,0.112623,0.673763
651,0.123000,0.002444,0.009431,-0.055589,0.118859,0.114413,-0.168696,-0.177840,-0.163706,0.166979,0.539221,-0.222722,-0.008746,0.013084,-0.045570,0.004143,0.110320,0.002608,-0.089978,-0.035332,-0.048025,-0.116764,-0.031761,0.085157,0.152975,0.000090,0.001258,0.056004,0.279010,-0.277027,-0.769305,-0.034933,0.023783,0.003795,0.046337,-1.064266,-0.467408,-0.536348,0.228983,0.640040,-0.626445,-0.962360,-0.415409,0.348315,1.337658,-0.472483,0.063855,0.643496
652,0.113987,0.003595,0.026880,-0.053672,0.102541,0.113863,-0.177900,-0.200658,-0.168308,0.182320,0.565491,-0.222726,-0.007965,0.024589,-0.046184,0.005677,0.071961,0.012428,-0.078617,0.011468,-0.044343,-0.112161,-0.018259,0.071654,0.143769,0.000646,0.005661,0.058152,0.349231,-0.353179,-0.896405,-0.032534,0.019532,-0.004386,0.164400,-1.095847,-0.611661,-0.689442,0.046153,0.717545,-0.701547,-0.904764,-0.408439,0.333391,1.380911,-0.472166,0.046423,0.709871
653,0.104400,0.003978,0.033975,-0.050220,0.092520,0.121221,-0.185378,-0.222710,-0.170417,0.194400,0.595404,-0.224720,-0.009173,0.037244,-0.048025,-0.000460,0.022248,0.019486,-0.055689,0.071873,-0.034216,-0.108786,-0.007518,0.056004,0.133029,-0.002068,0.012001,0.065824,0.376439,-0.421139,-1.096558,-0.028198,0.015341,-0.014252,0.268991,-1.090906,-0.728279,-0.785759,-0.105824,0.796020,-0.726504,-0.845406,-0.369819,0.354925,1.348487,-0.442829,0.035245,0.732588
654,0.094812,0.003403,0.034550,-0.046193,0.084710,0.144716,-0.191514,-0.243994,-0.171376,0.203412,0.620715,-0.224724,-0.004486,0.051050,-0.048025,-0.003222,-0.002608,0.022248,-0.025084,0.108422,-0.032375,-0.106024,-0.003836,0.038512,0.124436,-0.005438,0.018163,0.068586,0.207114,-0.145596,-1.125141,-0.026190,0.012687,-0.025592,-0.139677,-0.969897,-0.813913,-0.573654,0.019089,0.769382,-0.846313,-0.768228,-0.363791,0.361404,1.287895,-0.478202,0.049918,0.780689
655,0.085800,0.002827,0.034742,-0.041783,0.080889,0.162447,-0.198225,-0.264511,-0.172143,0.207823,0.642958,-0.226700,-0.001599,0.064473,-0.041888,-0.001074,0.002302,0.021634,-0.015006,0.050525,-0.035750,-0.101728,-0.003529,0.018259,0.103569,-0.009456,0.019117,0.067665,0.069937,-0.175519,-0.512370,-0.025638,0.011359,-0.034001,-0.216912,-0.949805,-0.593862,-0.446888,-0.043325,0.769223,-0.583231,-0.943924,-0.321764,0.433005,1.198831,-0.446368,0.036980,0.613049
656,0.078513,0.003211,0.034742,-0.038907,0.076817,0.159910,-0.205704,-0.284645,-0.172718,0.208398,0.661941,-0.226700,0.005228,0.077129,-0.034523,0.001995,-0.002915,0.012428,-0.029975,-0.028028,-0.036671,-0.100500,-0.003836,-0.005063,0.090987,-0.010094,0.017339,0.062141,0.276314,0.064686,-0.016658,-0.024277,0.012607,-0.036718,-0.382460,-1.318448,-0.639909,-0.414595,-0.017216,0.875469,-0.497157,-0.937890,-0.296317,0.496262,1.208292,-0.422934,0.044248,0.508962
657,0.072186,0.003786,0.033400,-0.036606,0.068447,0.144988,-0.212607,-0.304396,-0.173485,0.206480,0.678623,-0.230621,0.004746,0.087867,-0.031147,0.004756,-0.008132,0.010280,-0.051793,-0.058170,-0.033602,-0.096204,-0.002608,-0.009053,0.080247,-0.010564,0.014966,0.052015,-0.163018,-0.395555,0.627978,-0.024283,0.010952,-0.033319,0.136507,-1.069268,-0.312995,-0.623181,-0.351597,0.782560,-0.154937,-1.204831,-0.276042,0.550090,1.188460,-0.379498,-0.003304,0.364414
658,0.065666,0.005320,0.031291,-0.034880,0.055988,0.141617,-0.218934,-0.322420,-0.173677,0.205329,0.692238,-0.232571,0.007229,0.098221,-0.033295,0.006291,-0.010280,0.009666,-0.056024,-0.013977,-0.030227,-0.088839,-0.001074,-0.003222,0.062755,-0.009398,0.012737,0.048332,-0.123549,0.011044,0.795407,-0.027506,0.009609,-0.025954,-0.250135,-1.084892,-0.359282,-0.479953,-0.251452,0.774614,-0.213351,-1.073135,-0.341326,0.573058,1.179896,-0.368246,-0.016324,0.328405
659,0.058380,0.005895,0.030716,-0.032579,0.047978,0.145656,-0.224303,-0.339486,-0.174061,0.206096,0.702017,-0.232571,0.010928,0.107425,-0.036364,0.001381,0.001688,0.011201,-0.045331,0.038300,-0.027772,-0.083316,-0.001995,0.005063,0.051094,-0.002871,0.005496,0.046798,-0.186918,-0.135229,0.503598,-0.030069,0.009339,-0.019211,-0.176042,-0.874127,-0.293106,-0.482004,-0.241009,0.705449,-0.298776,-1.163500,-0.359774,0.515854,1.129671,-0.346034,-0.024382,0.395674
660,0.050901,0.005512,0.033016,-0.030278,0.042075,0.157128,-0.230056,-0.355593,-0.174827,0.206672,0.710070,-0.232570,0.010149,0.117013,-0.037285,-0.002915,0.019793,0.010587,-0.022873,0.049545,-0.029920,-0.078712,-0.004756,0.002302,0.035444,0.003736,-0.004081,0.048332,-0.178776,-0.038470,0.201646,-0.032652,0.008297,-0.015708,-0.161524,-0.788347,-0.266750,-0.467965,-0.275753,0.655568,-0.333481,-1.090371,-0.359941,0.480984,1.126604,-0.359522,-0.024874,0.421555
661,0.043423,0.004745,0.040111,-0.028552,0.040263,0.160960,-0.235233,-0.371125,-0.176361,0.205904,0.715056,-0.232568,0.006451,0.125258,-0.037592,-0.003222,0.041888,0.007211,-0.017883,0.019142,-0.023783,-0.078099,-0.007518,-0.006905,0.020100,0.008537,-0.011955,0.036364,-0.035014,0.157435,-0.029078,-0.033933,0.008017,-0.015108,-0.483843,-1.006534,-0.338073,-0.365512,-0.184214,0.677737,-0.426419,-0.997580,-0.384902,0.426950,1.115321,-0.337901,0.005110,0.414447
662,0.035753,0.004361,0.049699,-0.027593,0.034012,0.160996,-0.239068,-0.386465,-0.177512,0.203987,0.717166,-0.228661,0.006546,0.130627,-0.037592,-0.000460,0.050480,0.003529,-0.032068,-0.026131,-0.017952,-0.075644,-0.005063,-0.007825,0.005677,0.012769,-0.017325,0.021328,0.047131,0.246934,-0.054697,-0.033762,0.010308,-0.015657,-0.449094,-1.151849,-0.282098,-0.442334,-0.152719,0.726430,-0.406213,-1.097991,-0.411803,0.421399,1.108261,-0.283858,-0.001823,0.360071
663,0.028083,0.004553,0.058327,-0.027210,0.025609,0.150430,-0.242903,-0.401038,-0.178471,0.204370,0.716207,-0.226695,0.001132,0.133311,-0.040047,0.001381,0.039740,0.001688,-0.054078,-0.046263,-0.021328,-0.070120,-0.004143,0.005984,-0.008439,0.017319,-0.020392,0.015190,0.113144,0.185908,-0.196804,-0.033412,0.012872,-0.016898,-0.491829,-1.252245,-0.458896,-0.436309,-0.094663,0.778423,-0.561450,-1.019139,-0.386073,0.392993,1.105294,-0.296456,-0.003711,0.455082
664,0.019454,0.004745,0.064655,-0.026251,0.013120,0.145700,-0.248080,-0.413885,-0.178854,0.206480,0.713139,-0.222749,-0.002689,0.137338,-0.044957,0.000153,0.031147,0.006291,-0.064082,-0.016919,-0.028079,-0.061835,-0.001074,0.012428,-0.018873,0.022544,-0.020494,0.022862,0.164144,-0.013641,-0.231062,-0.031600,0.014628,-0.019182,-0.250029,-1.269852,-0.398582,-0.602397,-0.238229,0.799911,-0.422874,-1.081547,-0.376797,0.418950,1.060104,-0.206660,-0.033905,0.341947
665,0.009675,0.004745,0.070791,-0.024717,0.002972,0.146865,-0.252490,-0.425390,-0.178854,0.208589,0.708153,-0.216800,-0.003742,0.141940,-0.049867,-0.000153,0.031454,0.010587,-0.051378,0.021049,-0.019486,-0.056004,0.000767,0.008746,-0.028079,0.027073,-0.015698,0.021634,0.244792,-0.010906,-0.245083,-0.029896,0.014165,-0.021755,-0.231247,-1.285664,-0.476001,-0.651276,-0.256608,0.811123,-0.477276,-1.014251,-0.358535,0.415875,1.039254,-0.162028,-0.049980,0.353380
666,-0.000679,0.004553,0.078078,-0.021841,-0.005106,0.158707,-0.254983,-0.435553,-0.178662,0.209932,0.701250,-0.212831,-0.008955,0.145775,-0.052322,-0.000153,0.038205,0.014576,-0.021063,0.042143,-0.009053,-0.047718,0.001381,0.005984,-0.036671,0.032607,-0.011555,0.017952,0.181692,-0.065371,-0.488837,-0.028472,0.014779,-0.025430,-0.228300,-1.180076,-0.507128,-0.634523,-0.250449,0.774756,-0.547818,-0.949818,-0.340481,0.365837,0.979832,-0.141736,-0.061171,0.401593
667,-0.010651,0.004361,0.086515,-0.019348,-0.004769,0.160279,-0.255558,-0.444182,-0.178471,0.210315,0.692621,-0.206862,-0.011987,0.148843,-0.048025,-0.001688,0.043729,0.012735,-0.013786,0.014581,-0.000460,-0.040354,0.000767,0.001381,-0.045877,0.039505,-0.008341,0.013656,0.125972,0.016919,-0.530053,-0.027532,0.013986,-0.030733,-0.364312,-1.144566,-0.499959,-0.562859,-0.242418,0.754059,-0.515759,-0.869860,-0.355997,0.359385,0.919518,-0.118939,-0.069156,0.368267
668,-0.019279,0.003786,0.093993,-0.018006,-0.011018,0.162583,-0.255367,-0.451276,-0.177895,0.210315,0.682267,-0.196855,-0.010432,0.150377,-0.040354,-0.002608,0.033295,0.002608,-0.033083,-0.011560,-0.000153,-0.034216,0.003836,-0.000767,-0.055697,0.047937,-0.007963,0.005370,0.115552,0.078307,-0.342471,-0.026892,0.014375,-0.035327,-0.510648,-1.148906,-0.468082,-0.490731,-0.208331,0.735988,-0.468855,-0.859759,-0.379425,0.343539,0.848516,-0.092087,-0.074352,0.326967
669,-0.026182,0.003211,0.099170,-0.018581,-0.021492,0.159569,-0.255367,-0.457412,-0.176937,0.209932,0.671145,-0.186813,-0.014196,0.150952,-0.032375,-0.003222,0.023169,-0.003529,-0.054820,-0.026980,0.000460,-0.028692,0.005984,-0.001995,-0.063983,0.057822,-0.013369,0.002302,0.127586,0.041834,-0.125428,-0.025999,0.015455,-0.037609,-0.424206,-1.253787,-0.374451,-0.533221,-0.266229,0.739996,-0.323876,-0.866526,-0.362384,0.343763,0.775038,-0.026761,-0.097214,0.194655
670,-0.032126,0.003019,0.101279,-0.019157,-0.031917,0.155323,-0.255367,-0.462206,-0.175595,0.209165,0.657148,-0.174695,-0.016752,0.150761,-0.028692,-0.000153,0.005063,-0.001995,-0.051443,-0.020419,0.000767,-0.021328,0.005677,-0.004450,-0.073496,0.067421,-0.017983,-0.001074,0.083839,0.029926,0.049073,-0.025550,0.015732,-0.037907,-0.426855,-1.260380,-0.389824,-0.541429,-0.295229,0.719900,-0.300884,-0.821417,-0.337882,0.334766,0.704697,0.011335,-0.123028,0.161349
671,-0.037687,0.003019,0.102238,-0.019157,-0.038049,0.151445,-0.254024,-0.465274,-0.174636,0.207823,0.640848,-0.162547,-0.020502,0.150377,-0.028079,0.000153,0.007211,0.001688,-0.033206,-0.004576,0.010894,-0.013656,0.004450,-0.006598,-0.084543,0.076786,-0.024314,-0.001995,0.081909,0.148257,0.044401,-0.025169,0.015564,-0.037396,-0.609582,-1.250525,-0.364280,-0.470944,-0.239095,0.681046,-0.304601,-0.821835,-0.367966,0.326369,0.602139,0.071914,-0.145976,0.116893
672,-0.043440,0.002827,0.104347,-0.018965,-0.044233,0.156454,-0.250573,-0.467000,-0.174061,0.206096,0.620523,-0.146198,-0.024386,0.149418,-0.029306,-0.000460,0.013349,0.001688,-0.020143,0.010523,0.019486,-0.005984,0.003222,-0.010280,-0.097432,0.086847,-0.029813,-0.005063,0.022738,0.185330,0.064538,-0.024927,0.016379,-0.037002,-0.712649,-1.179063,-0.281867,-0.378999,-0.172245,0.623800,-0.300983,-0.851732,-0.377167,0.303086,0.484102,0.116203,-0.165562,0.082742
673,-0.049768,0.002252,0.107607,-0.018773,-0.046026,0.154758,-0.246354,-0.467383,-0.173485,0.203412,0.599431,-0.129798,-0.032840,0.147501,-0.031761,-0.004450,0.017031,0.000460,-0.024820,0.007983,0.020100,0.000460,0.002302,-0.014269,-0.109093,0.097253,-0.036429,-0.010894,0.002203,0.178761,0.118667,-0.025478,0.017606,-0.036165,-0.744411,-1.129653,-0.179681,-0.330109,-0.134399,0.569277,-0.272826,-0.839767,-0.377822,0.255651,0.383594,0.159072,-0.175601,0.035017
674,-0.056479,0.000718,0.111443,-0.018773,-0.052206,0.154209,-0.242328,-0.466808,-0.172718,0.200344,0.576037,-0.109154,-0.039018,0.145008,-0.035444,-0.009360,0.020714,0.000153,-0.035809,-0.011885,0.019179,0.003836,0.005063,-0.014883,-0.121368,0.109928,-0.041854,-0.013963,0.060998,0.254991,0.241275,-0.025488,0.019764,-0.034446,-0.881516,-1.229401,-0.070813,-0.219593,-0.024465,0.523123,-0.202809,-0.804890,-0.372449,0.234661,0.243008,0.251207,-0.188130,-0.101529
675,-0.064149,-0.001392,0.116620,-0.018581,-0.062868,0.154390,-0.239260,-0.465466,-0.171568,0.197276,0.549767,-0.086327,-0.046701,0.141940,-0.039740,-0.010280,0.026237,0.001074,-0.042290,-0.026999,0.013656,0.008132,0.005984,-0.016418,-0.135177,0.120233,-0.049816,-0.015190,0.084155,0.251371,0.220992,-0.025033,0.022993,-0.032114,-0.863367,-1.192225,-0.040184,-0.130324,0.096327,0.473412,-0.263619,-0.790662,-0.295659,0.230539,0.118570,0.297635,-0.201069,-0.057124
676,-0.072970,-0.003117,0.123139,-0.018198,-0.069107,0.147454,-0.238301,-0.463165,-0.170609,0.193633,0.520813,-0.063445,-0.059472,0.138488,-0.044650,-0.006905,0.035444,0.002915,-0.037988,-0.021717,0.001688,0.013349,0.004756,-0.019486,-0.148372,0.130382,-0.058543,-0.018259,0.074769,0.176107,0.154271,-0.024444,0.025608,-0.030225,-0.806509,-1.085954,0.085227,-0.063254,0.131934,0.396272,-0.221134,-0.750873,-0.252214,0.223518,0.005581,0.347548,-0.216512,-0.110358
677,-0.082557,-0.004076,0.131768,-0.017239,-0.075355,0.145463,-0.238109,-0.459905,-0.169842,0.189414,0.488982,-0.036283,-0.069412,0.133886,-0.050173,-0.005370,0.046184,0.006291,-0.026797,-0.004090,0.000767,0.017952,0.004450,-0.021941,-0.164329,0.141249,-0.061737,-0.025010,0.098703,0.153924,0.086914,-0.023886,0.027067,-0.029039,-0.741915,-0.906396,0.190844,0.025035,0.222480,0.279601,-0.246016,-0.657044,-0.190735,0.205026,-0.071562,0.360185,-0.202681,-0.079651
678,-0.093295,-0.005226,0.141547,-0.015130,-0.079406,0.146180,-0.237151,-0.455687,-0.168691,0.184045,0.453892,-0.009159,-0.083289,0.127943,-0.055083,-0.005677,0.050787,0.011508,-0.022414,0.001582,0.007211,0.021941,0.006291,-0.028999,-0.180594,0.150786,-0.060349,-0.032375,0.125010,0.101180,0.005678,-0.023115,0.028081,-0.028618,-0.559363,-0.698834,0.343927,0.096532,0.349012,0.130137,-0.207708,-0.508883,-0.106831,0.187652,-0.123847,0.336735,-0.187522,-0.085031
679,-0.104800,-0.006377,0.152669,-0.012445,-0.083534,0.143315,-0.234658,-0.450893,-0.167157,0.177909,0.415542,0.019987,-0.095806,0.120848,-0.057231,-0.005370,0.058459,0.014883,-0.027782,-0.018555,0.013349,0.024703,0.008439,-0.030534,-0.196858,0.159153,-0.053805,-0.035750,0.145549,0.024984,-0.098329,-0.022145,0.028379,-0.029150,-0.317639,-0.518382,0.448826,0.107666,0.573384,-0.003779,-0.187993,-0.254913,0.023900,0.176869,-0.058356,0.223790,-0.234706,-0.047290
680,-0.116114,-0.007144,0.164557,-0.008802,-0.090054,0.135527,-0.231207,-0.445140,-0.164857,0.171581,0.379301,0.055324,-0.103947,0.113369,-0.054776,-0.002302,0.060300,0.019486,-0.031247,-0.056930,0.017952,0.031454,0.013656,-0.031761,-0.204530,0.164156,-0.040628,-0.037899,0.139582,-0.028623,-0.085152,-0.020774,0.027802,-0.030176,-0.089153,-0.293740,0.581300,0.105896,0.815318,-0.178797,-0.080744,-0.057573,0.107532,0.172239,0.001613,0.105377,-0.282004,-0.071316
681,-0.126084,-0.007144,0.177597,-0.004967,-0.094853,0.117935,-0.227754,-0.437471,-0.161597,0.165445,0.332130,0.084103,-0.108406,0.105507,-0.047718,0.001074,0.067665,0.019486,-0.017865,-0.102095,0.017645,0.042502,0.018566,-0.031454,-0.219566,0.159582,-0.028298,-0.038819,0.206609,0.204839,-0.231165,-0.019760,0.028495,-0.031505,0.008922,-0.056376,0.539885,0.395035,1.115073,-0.418316,-0.076553,0.247777,0.366127,0.177254,0.038256,0.070508,-0.397390,-0.046108
682,-0.133946,-0.006569,0.191594,-0.001132,-0.097674,0.096305,-0.223344,-0.427116,-0.156803,0.158351,0.287069,0.114819,-0.110179,0.097838,-0.035444,0.003836,0.069506,0.022248,-0.003809,-0.095401,0.023783,0.056004,0.026544,-0.037592,-0.226931,0.145768,-0.016846,-0.038512,0.227641,0.068863,-0.352921,-0.016937,0.029770,-0.034819,0.484340,0.137232,0.441345,0.513302,0.988074,-0.519083,0.021810,0.340902,0.702567,0.294406,0.080154,-0.005567,-0.606351,-0.114339
683,-0.139316,-0.004843,0.205400,0.004812,-0.097941,0.085763,-0.217784,-0.413885,-0.150091,0.151064,0.241624,0.139175,-0.114397,0.089976,-0.023169,0.012428,0.071041,0.031147,-0.006000,-0.030746,0.029920,0.071654,0.037592,-0.036671,-0.227852,0.121161,-0.011727,-0.041888,0.407721,-0.111278,-0.447176,-0.014231,0.029037,-0.038484,1.271425,0.253330,0.030116,0.682608,0.377177,-0.306980,0.144982,0.273477,1.200036,0.590430,-0.011674,-0.278807,-0.879876,-0.249964
684,-0.142000,-0.000816,0.219014,0.013057,-0.097913,0.086559,-0.210497,-0.397011,-0.140504,0.144353,0.195987,0.159371,-0.117419,0.080963,-0.008439,0.023476,0.065210,0.046491,0.003383,0.009807,0.039126,0.089146,0.052628,-0.032375,-0.227545,0.087448,-0.026174,-0.044343,0.555130,-0.062984,-0.591842,-0.009276,0.027350,-0.043931,1.364078,0.292714,-0.406688,0.828113,-0.034167,0.005230,0.192252,0.183643,1.234453,0.672707,-0.111007,-0.322836,-1.018544,-0.317572
685,-0.140849,0.005512,0.228218,0.024946,-0.097913,0.089543,-0.201485,-0.376686,-0.127082,0.139367,0.151310,0.171435,-0.127759,0.072143,0.013963,0.035444,0.034523,0.064596,0.002063,0.003242,0.047412,0.106945,0.075951,-0.018566,-0.221714,0.046228,-0.065638,-0.043422,0.621296,0.009662,-0.496877,-0.003174,0.026054,-0.049385,1.089252,0.339564,-0.463025,0.944447,-0.240134,0.098546,0.298705,0.178788,1.104688,0.545611,-0.124703,-0.149349,-0.973132,-0.351871
686,-0.133755,0.014140,0.227068,0.040861,-0.097896,0.085962,-0.190363,-0.353867,-0.108098,0.138217,0.107207,0.175481,-0.147663,0.062747,0.044650,0.048025,-0.025624,0.086077,-0.010649,-0.011112,0.057231,0.116151,0.102648,0.002608,-0.220794,-0.002062,-0.124709,-0.052628,0.680942,0.124382,-0.241593,0.003191,0.026247,-0.053351,0.870319,0.325337,-0.421148,0.955923,-0.342205,0.086824,0.380063,0.308858,1.064752,0.427387,-0.011419,0.111828,-0.875924,-0.392233
687,-0.120907,0.025262,0.212303,0.059270,-0.104215,0.084303,-0.177708,-0.330665,-0.085855,0.140134,0.063488,0.167650,-0.185912,0.050859,0.072575,0.059073,-0.096511,0.110320,-0.032506,-0.017606,0.063676,0.115230,0.114003,0.006291,-0.216498,-0.034150,-0.168907,-0.058459,0.832512,-0.175844,-0.227919,0.012082,0.028579,-0.055447,0.852373,0.239192,-0.392856,0.896142,-0.329148,0.058905,0.381898,0.044887,0.812768,0.265145,-0.101846,0.029191,-0.738759,-0.304177
688,-0.104608,0.036384,0.186225,0.085539,-0.110349,0.076666,-0.165244,-0.311491,-0.065913,0.129971,0.028206,0.177551,-0.186109,0.037244,0.082395,0.049560,-0.138245,0.141621,-0.053431,-0.020114,0.061835,0.087919,0.090374,-0.081167,-0.152055,0.062307,0.040377,-0.072882,0.432619,-0.421562,0.837289,0.019493,0.023372,-0.051972,0.431165,0.209638,-0.276103,0.968934,-0.435481,0.060142,0.756374,-0.478105,0.479309,0.632794,-0.434712,-0.192295,-0.743441,-0.729106
689,-0.087542,0.042711,0.142506,0.119862,-0.122709,0.077089,-0.156615,-0.294616,-0.053449,0.098908,0.005579,0.197256,-0.148377,0.022863,0.084543,0.026237,-0.256391,0.178139,-0.065337,-0.016334,0.035750,0.085464,0.048332,-0.174149,-0.101114,0.104509,0.219095,-0.071654,-1.618783,-0.811622,1.795640,0.008497,0.015668,-0.041006,-0.153387,0.756383,-0.275521,0.846941,-0.278200,0.068652,0.654226,-1.397615,1.007118,1.236083,-1.015934,-0.598792,-1.161934,-0.733024
690,-0.069710,0.046546,0.088049,0.158980,-0.137227,0.076518,-0.147795,-0.277359,-0.048847,0.062284,-0.012062,0.207235,-0.113597,0.007331,0.094363,0.019486,-0.257925,0.179673,-0.069841,-0.022829,0.049253,0.086998,0.012428,-0.167705,-0.086691,0.036522,0.144029,-0.079633,-0.549733,1.334639,1.299057,-0.003284,0.022226,-0.024767,-0.080624,0.757286,-0.290790,1.075182,-0.412800,-0.065236,0.490920,1.082010,1.865185,1.269036,-0.007879,0.681413,-1.280348,-0.957619
691,-0.049576,0.051915,0.047398,0.195412,-0.149536,0.069531,-0.138400,-0.260676,-0.049422,0.045218,-0.026635,0.203287,-0.104621,-0.009735,0.102342,0.035137,-0.178752,0.183049,-0.071174,-0.031368,0.042808,0.079326,-0.005370,-0.047105,-0.080247,-0.052645,-0.020267,-0.088839,-0.314362,-0.119321,0.439385,-0.003329,0.036621,-0.015834,0.907232,0.384949,-0.372976,1.151671,-0.433894,-0.007454,0.644469,0.420461,2.013619,1.037490,-0.158845,0.397354,-1.225612,-0.818752
692,-0.029250,0.064379,0.026305,0.227243,-0.161839,0.060947,-0.132646,-0.246679,-0.049806,0.049244,-0.043509,0.185395,-0.130995,-0.027951,0.102035,0.073803,-0.072268,0.174456,-0.069338,-0.044621,0.024703,0.067972,0.001074,0.042808,-0.087612,-0.098550,-0.167929,-0.094056,0.153397,0.389231,0.054752,-0.003192,0.036258,-0.012978,1.084393,0.328349,-0.567143,1.056797,-0.437413,0.066882,0.504990,0.681260,1.499823,0.655456,0.026555,0.444340,-1.071174,-0.540759
693,-0.009692,0.081253,0.016526,0.261950,-0.174228,0.051380,-0.126319,-0.233831,-0.047697,0.060366,-0.058849,0.173539,-0.168895,-0.047701,0.094977,0.086077,-0.052628,0.173842,-0.061406,-0.058612,0.036364,0.063369,0.014269,0.052015,-0.064596,-0.031830,-0.161050,-0.100193,0.254615,0.117266,-0.442094,-0.002929,0.036346,-0.015856,1.089558,0.232582,-0.499256,1.093634,-0.488254,0.054957,0.641050,0.300620,1.057965,0.607060,-0.099048,0.258892,-0.994533,-0.560592
